time,x,Давление
38701,24067.2,6.0389e+06
38701,24775.1,6.03907e+06
38701,25483,5.99253e+06
38701,26190.8,5.94433e+06
38701,26898.7,5.96157e+06
38701,27606.5,6.012e+06
38701,28314.4,5.99237e+06
38701,29022.3,5.92141e+06
38701,29730.1,5.89443e+06
38701,30438,5.93228e+06
38701,31145.8,5.92652e+06
38701,31853.7,5.83323e+06
38701,32561.6,5.79514e+06
38701,33269.4,5.81045e+06
38701,33977.3,5.79478e+06
38701,34685.1,5.75736e+06
38701,35393,5.81026e+06
38701,36100.9,5.91838e+06
38701,36808.7,5.91639e+06
38701,37516.6,5.87569e+06
38701,38224.4,5.84855e+06
38701,38932.3,5.8049e+06
38701,39640.2,5.74447e+06
38701,40348,5.74978e+06
38701,41055.9,5.85178e+06
38701,41763.7,5.95852e+06
38701,42471.6,6.03457e+06
38701,43179.5,5.95567e+06
38701,43887.3,5.83071e+06
38701,44595.2,5.82505e+06
38701,45303,5.77877e+06
38701,46010.9,5.71599e+06
38701,46718.8,5.76039e+06
38701,47426.6,5.79259e+06
38701,48134.5,5.75033e+06
38701,48842.3,5.74873e+06
38701,49550.2,5.76678e+06
38701,50258.1,5.7565e+06
38701,50965.9,5.76298e+06
38701,51673.8,5.76262e+06
38701,52381.6,5.74668e+06
38701,53089.5,5.74179e+06
38701,53797.4,5.72419e+06
38701,54505.2,5.67669e+06
38701,55213.1,5.64574e+06
38701,55920.9,5.69693e+06
38701,56628.8,5.83345e+06
38701,57336.7,5.91693e+06
38701,58044.5,6.00543e+06
38701,58752.4,6.10309e+06
38701,59460.2,6.06071e+06
38701,60168.1,5.93611e+06
38701,60876,5.82124e+06
38701,61583.8,5.76496e+06
38701,62291.7,5.72022e+06
38701,62999.5,5.69446e+06
38701,63707.4,5.60626e+06
38701,64415.3,5.53446e+06
38701,65123.1,5.60796e+06
38701,65831,5.69973e+06
38701,66538.8,5.72801e+06
38701,67246.7,5.71264e+06
38701,67954.6,5.63969e+06
38701,68662.4,5.54283e+06
38701,69370.3,5.52046e+06
38701,70078.1,5.54869e+06
38701,70786,5.59502e+06
39883.9,0,6e+06
39883.9,707.86,5.98693e+06
39883.9,1415.72,5.93976e+06
39883.9,2123.58,5.9713e+06
39883.9,2831.44,6.12507e+06
39883.9,3539.3,6.20093e+06
39883.9,4247.16,6.12152e+06
39883.9,4955.02,5.97793e+06
39883.9,5662.88,5.82672e+06
39883.9,6370.74,5.81715e+06
39883.9,7078.6,5.90973e+06
39883.9,7786.46,5.94808e+06
39883.9,8494.32,5.93985e+06
39883.9,9202.18,5.89083e+06
39883.9,9910.04,5.85294e+06
39883.9,10617.9,5.89832e+06
39883.9,11325.8,6.00546e+06
39883.9,12033.6,5.99406e+06
39883.9,12741.5,5.99236e+06
39883.9,13449.3,6.06879e+06
39883.9,14157.2,6.16544e+06
39883.9,14865.1,6.27824e+06
39883.9,15572.9,6.32679e+06
39883.9,16280.8,6.38107e+06
39883.9,16988.6,6.44231e+06
39883.9,17696.5,6.33802e+06
39883.9,18404.4,6.19383e+06
39883.9,19112.2,6.15579e+06
39883.9,19820.1,6.13685e+06
39883.9,20527.9,6.14654e+06
39883.9,21235.8,6.15183e+06
39883.9,21943.7,6.13283e+06
39883.9,22651.5,6.09287e+06
39883.9,23359.4,6.04888e+06
39883.9,24067.2,6.04139e+06
39883.9,24775.1,6.04159e+06
39883.9,25483,5.99517e+06
39883.9,26190.8,5.9471e+06
39883.9,26898.7,5.96432e+06
39883.9,27606.5,6.01468e+06
39883.9,28314.4,5.99505e+06
39883.9,29022.3,5.92409e+06
39883.9,29730.1,5.89711e+06
39883.9,30438,5.93496e+06
39883.9,31145.8,5.9292e+06
39883.9,31853.7,5.83591e+06
39883.9,32561.6,5.79782e+06
39883.9,33269.4,5.81313e+06
39883.9,33977.3,5.79745e+06
39883.9,34685.1,5.76003e+06
39883.9,35393,5.81294e+06
39883.9,36100.9,5.92105e+06
39883.9,36808.7,5.91907e+06
39883.9,37516.6,5.87837e+06
39883.9,38224.4,5.85123e+06
39883.9,38932.3,5.80758e+06
39883.9,39640.2,5.74715e+06
39883.9,40348,5.75246e+06
39883.9,41055.9,5.85446e+06
39883.9,41763.7,5.9612e+06
39883.9,42471.6,6.03725e+06
39883.9,43179.5,5.95834e+06
39883.9,43887.3,5.83339e+06
39883.9,44595.2,5.82772e+06
39883.9,45303,5.78145e+06
39883.9,46010.9,5.71866e+06
39883.9,46718.8,5.76307e+06
39883.9,47426.6,5.79526e+06
