Время,Время моделирования,Стац - текущая реология
0,572000,-39.0996
0,572500,-17.5311
0,573000,-25.1087
0,573500,-20.8882
0,574000,-12.8489
0,574500,-7.67018
0,575000,-10.6614
0,575500,-20.5772
0,576000,0.410429
0,576500,-20.0206
0,577000,-20.4303
0,577500,-10.2714
0,578000,-8.47981
0,578500,-14.5219
0,579000,-5.50235
0,579500,-23.8746
0,580000,-28.6284
0,580500,-13.7413
0,581000,-10.7045
0,581500,-32.0124
0,582000,-24.6666
0,582500,-30.5306
0,583000,-5.09555
0,583500,0.290297
0,584000,-19.8083
0,584500,-25.3403
0,585000,-17.5563
0,585500,-13.6493
0,586000,-16.2417
0,586500,-14.0977
0,587000,-21.9047
0,587500,-7.03806
0,588000,-7.13651
0,588500,-21.61
0,589000,-26.2627
0,589500,-13.1709
0,590000,-9.18883
0,590500,-12.7148
0,591000,-22.8599
0,591500,3.1454
0,592000,-15.7986
0,592500,-22.7463
0,593000,-13.8418
0,593500,-10.5112
0,594000,-20.6187
0,594500,-12.3983
0,595000,-4.59518
0,595500,-23.5154
0,596000,-3.12868
0,596500,-7.02892
0,597000,-12.6103
0,597500,-12.0403
0,598000,-5.66122
0,598500,-1.66644
0,599000,-3.02888
0,599500,-26.5981
0,600000,-4.94104
0,600500,-5.90121
0,601000,9.35111
0,601500,2.08405
0,602000,-10.3772
0,602500,1.66203
0,603000,0.795826
0,603500,5.07453
0,604000,-9.30897
0,604500,3.44233
0,605000,-0.882136
0,605500,7.45968
0,606000,-6.69862
0,606500,-5.56284
0,607000,-3.68647
0,607500,0.518093
0,608000,17.0335
0,608500,0.199541
0,609000,9.99464
0,609500,11.9765
0,610000,3.31345
0,610500,6.89549
0,611000,6.62847
0,611500,6.84789
0,612000,0.156782
0,612500,-2.71099
0,613000,1.53042
0,613500,2.93445
0,614000,16.7732
0,614500,10.8338
0,615000,-4.72761
0,615500,7.83465
0,616000,1.85321
0,616500,-4.18989
0,617000,-0.241221
0,617500,-1.43546
0,618000,1.92319
0,618500,5.71089
0,619000,1.07668
0,619500,-6.45942
0,620000,12.1454
0,620500,-1.26482
0,621000,-2.79646
0,621500,2.11593
0,622000,6.59117
0,622500,-8.86348
0,623000,-6.83391
0,623500,9.08586
0,624000,-12.7436
0,624500,8.71693
0,625000,3.07944
0,625500,-5.53367
0,626000,7.14177
0,626500,-1.09438
0,627000,6.30969
